chimera_id,cosmos_id,dr7q_name,dr7q_plate,dr7q_mjd,dr7q_fiber,dr7q_spectrum_id,chimera_redshift,dr7q_redshift,chimera_qso_weight
153301.06+414420.8_711614_0.3,711614,153301.06+414420.8,1679,53149,505,1679-53149-505,1.9365999698638916,1.9376000000000002,0.3
082728.63+033109.7_706979_0.1,706979,082728.63+033109.7,1185,52642,54,1185-52642-54,1.100000023841858,1.1030000000000002,0.1
162623.83+112053.5_703805_0.3,703805,162623.83+112053.5,2531,54572,535,2531-54572-535,1.2350000143051147,1.2285000000000001,0.3
024419.10+005539.1_690664_0.001,690664,024419.10+005539.1,707,52177,372,707-52177-372,0.8174999952316284,0.8215000000000001,0.001
153815.73+300801.8_698607_0.0003,698607,153815.73+300801.8,1389,53135,230,1389-53135-230,0.36640000343322754,0.35960000000000003,0.0003
152443.70+054628.8_695084_0.0001,695084,152443.70+054628.8,1819,54540,283,1819-54540-283,1.437999963760376,1.4445000000000001,0.0001
085657.01+644055.4_707524_0.1,707524,085657.01+644055.4,1876,54464,412,1876-54464-412,0.3605000078678131,0.36680000000000007,0.1
152157.95+373115.7_709037_0.0001,709037,152157.95+373115.7,1400,53470,475,1400-53470-475,0.8259999752044678,0.8246000000000001,0.0001
074738.39+245637.3_692016_0.003,692016,074738.39+245637.3,857,52314,634,857-52314-634,0.12359999865293503,0.13010000000000002,0.003
145031.36+232114.1_698976_1,698976,145031.36+232114.1,2144,53770,492,2144-53770-492,0.3402000069618225,0.33430000000000004,1.0
091100.34+445910.1_699799_1,699799,091100.34+445910.1,832,52312,464,832-52312-464,1.4989999532699585,1.4981000000000002,1.0
085704.67+183628.5_704764_0.3,704764,085704.67+183628.5,2281,53711,591,2281-53711-591,0.6922000050544739,0.6964000000000001,0.3
170018.09+224854.5_694625_0.1,694625,170018.09+224854.5,1415,52885,612,1415-52885-612,0.9290000200271606,0.9193000000000001,0.1
170348.81+364602.6_701602_0.0003,701602,170348.81+364602.6,2971,54590,275,2971-54590-275,0.8680999875068665,0.8767000000000001,0.0003
093353.50+472924.9_707097_1,707097,093353.50+472924.9,834,52316,476,834-52316-476,0.36959999799728394,0.36920000000000003,1.0
151046.20+011819.0_698607_0.003,698607,151046.20+011819.0,540,51996,151,540-51996-151,0.36640000343322754,0.37420000000000003,0.003
152840.85+241638.4_684064_0.03,684064,152840.85+241638.4,2163,53823,273,2163-53823-273,0.3619000017642975,0.35540000000000005,0.03
094912.76+631916.3_686279_0.01,686279,094912.76+631916.3,2403,53795,521,2403-53795-521,0.5958999991416931,0.5860000000000001,0.01
094912.20+511528.8_684064_0.001,684064,094912.20+511528.8,902,52409,477,902-52409-477,0.3619000017642975,0.36260000000000003,0.001
171653.59+334014.5_689680_0.0003,689680,171653.59+334014.5,2973,54591,508,2973-54591-508,0.49810001254081726,0.48840000000000006,0.0003
160630.53+371339.6_683259_1,683259,160630.53+371339.6,1682,53173,609,1682-53173-609,0.6771000027656555,0.6769000000000001,1.0
095856.21+570820.1_703722_0.01,703722,095856.21+570820.1,557,52253,625,557-52253-625,1.4501999616622925,1.451,0.01
034601.93-070024.2_528982_0.3,528982,034601.93-070024.2,463,51908,286,463-51908-286,0.6323999762535095,0.6303000000000001,0.3
085528.98+225733.6_492654_1,492654,085528.98+225733.6,2085,53379,66,2085-53379-66,2.891200065612793,2.8841000000000006,1.0
035024.19-045315.5_497825_0.003,497825,035024.19-045315.5,463,51908,445,463-51908-445,0.7246000170707703,0.7153,0.003
080101.56+294638.0_493515_0.0003,493515,080101.56+294638.0,860,52319,235,860-52319-235,1.406000018119812,1.4110000000000003,0.0003
090150.24+224053.9_490950_0.3,490950,090150.24+224053.9,2284,53708,435,2284-53708-435,0.4424000084400177,0.44460000000000005,0.3
083817.40+505827.1_494335_0.0003,494335,083817.40+505827.1,445,51873,481,445-51873-481,2.0292000770568848,2.0207,0.0003
152811.70+442559.8_713734_0.03,713734,152811.70+442559.8,1051,52468,114,1051-52468-114,2.1398000717163086,2.1308000000000002,0.03
150935.96+271218.1_495250_0.003,495250,150935.96+271218.1,2154,54539,114,2154-54539-114,1.1430000066757202,1.1492000000000002,0.003
085755.39+263337.5_492775_1,492775,085755.39+263337.5,1933,53381,564,1933-53381-564,0.5171999931335449,0.5198,1.0
155246.14+335751.3_495771_1,495771,155246.14+335751.3,1403,53227,526,1403-53227-526,0.8281000256538391,0.8259000000000001,1.0
153309.04+270949.2_493006_0.001,493006,153309.04+270949.2,1848,54180,169,1848-54180-169,1.3669999837875366,1.3752000000000002,0.001
140628.70+091457.6_493515_0.0003,493515,140628.70+091457.6,1809,53792,478,1809-53792-478,1.406000018119812,1.3978000000000002,0.0003
085533.21+462457.7_491048_0.003,491048,085533.21+462457.7,764,52238,210,764-52238-210,0.7282999753952026,0.7292000000000001,0.003
031208.17-063736.1_496582_0.001,496582,031208.17-063736.1,459,51924,453,459-51924-453,0.3734999895095825,0.37340000000000007,0.001
162744.89+122733.9_494133_1,494133,162744.89+122733.9,2530,53881,78,2530-53881-78,0.6690999865531921,0.6597000000000001,1.0
080504.05+120540.3_493880_0.001,493880,080504.05+120540.3,2418,53794,536,2418-53794-536,0.3246000111103058,0.32080000000000003,0.001
091251.88+591600.7_498836_0.03,498836,091251.88+591600.7,484,51907,539,484-51907-539,1.6039999723434448,1.5973000000000002,0.03
073023.82+445547.3_491792_0.0003,491792,073023.82+445547.3,1866,53314,215,1866-53314-215,1.2489999532699585,1.2479000000000002,0.0003
152327.85+065009.8_493669_0.001,493669,152327.85+065009.8,1818,54539,21,1818-54539-21,0.3725999891757965,0.36400000000000005,0.001
081030.15+322504.9_491048_0.001,491048,081030.15+322504.9,825,52289,57,825-52289-57,0.7282999753952026,0.7279000000000001,0.001
152035.95+371611.3_497850_0.03,497850,152035.95+371611.3,1400,53470,438,1400-53470-438,0.6378999948501587,0.6376000000000001,0.03
161551.70+265705.2_494133_0.01,494133,161551.70+265705.2,1577,53495,14,1577-53495-14,0.6690999865531921,0.6628000000000001,0.01
092633.44+472809.3_497825_0.003,497825,092633.44+472809.3,900,52637,53,900-52637-53,0.7246000170707703,0.7154,0.003
171020.46+305905.6_494133_0.03,494133,171020.46+305905.6,978,52441,348,978-52441-348,0.6690999865531921,0.6608,0.03
150329.61+124218.5_497850_0.3,497850,150329.61+124218.5,2751,54243,94,2751-54243-94,0.6378999948501587,0.6452000000000001,0.3
091901.14+611715.4_491639_0.0003,491639,091901.14+611715.4,1786,54450,39,1786-54450-39,0.22059999406337738,0.22010000000000002,0.0003
080217.91+113251.2_498642_0.03,498642,080217.91+113251.2,2418,53794,510,2418-53794-510,1.156999945640564,1.1668,0.03
162449.60+493032.7_497850_0.1,497850,162449.60+493032.7,625,52145,453,625-52145-453,0.6378999948501587,0.6355000000000001,0.1
083725.84+352647.4_497237_0.0001,497237,083725.84+352647.4,1197,52668,628,1197-52668-628,0.362199991941452,0.3678,0.0001
170504.75+225635.5_491297_0.03,491297,170504.75+225635.5,1688,53462,191,1688-53462-191,1.5190999507904053,1.5273,0.03
084852.05+512013.9_493006_1,493006,084852.05+512013.9,447,51877,99,447-51877-99,1.3669999837875366,1.3673000000000002,1.0
032349.87-000224.0_495771_0.3,495771,032349.87-000224.0,1065,52586,27,1065-52586-27,0.8281000256538391,0.8303000000000001,0.3
143058.03+154555.6_499786_0.0001,499786,143058.03+154555.6,2761,54534,250,2761-54534-250,0.16529999673366547,0.1617,0.0001
145715.51+150215.7_498763_0.0003,498763,145715.51+150215.7,2764,54535,99,2764-54535-99,2.9630000591278076,2.9592000000000005,0.0003
074955.36+395003.6_490950_0.03,490950,074955.36+395003.6,435,51882,230,435-51882-230,0.4424000084400177,0.44100000000000006,0.03
152614.53-004445.2_496869_0.1,496869,152614.53-004445.2,924,52409,572,924-52409-572,0.8414000272750854,0.8500000000000001,0.1
145412.03+074942.1_493006_0.01,493006,145412.03+074942.1,1814,54555,44,1814-54555-44,1.3669999837875366,1.3701,0.01
171128.70+300525.9_498642_0.1,498642,171128.70+300525.9,978,52441,307,978-52441-307,1.156999945640564,1.1604,0.1
155340.73+241759.7_497074_0.03,497074,155340.73+241759.7,1850,53786,120,1850-53786-120,0.2612999975681305,0.25930000000000003,0.03
030953.56-063359.3_494335_0.0001,494335,030953.56-063359.3,459,51924,373,459-51924-373,2.0292000770568848,2.0343000000000004,0.0001
144513.31+175837.2_493006_0.1,493006,144513.31+175837.2,2776,54554,92,2776-54554-92,1.3669999837875366,1.3734000000000002,0.1
134412.23-025848.7_500282_0.0003,500282,134412.23-025848.7,912,52427,3,912-52427-3,2.273099899291992,2.2799000000000005,0.0003
082455.48+391641.8_492725_0.0003,492725,082455.48+391641.8,894,52615,197,894-52615-197,1.2170000076293945,1.2153,0.0003
150238.58+330005.7_496531_0.0001,496531,150238.58+330005.7,1648,53171,418,1648-53171-418,0.6211000084877014,0.6173000000000001,0.0001
160103.85+341025.1_498763_0.3,498763,160103.85+341025.1,1418,53142,469,1418-53142-469,2.9630000591278076,2.9724000000000004,0.3
080013.86+355831.2_494133_0.03,494133,080013.86+355831.2,757,52238,96,757-52238-96,0.6690999865531921,0.6787000000000001,0.03
143816.78+191955.5_493880_0.03,493880,143816.78+191955.5,2775,54535,510,2775-54535-510,0.3246000111103058,0.31810000000000005,0.03
091806.56+554627.7_492981_0.3,492981,091806.56+554627.7,450,51908,629,450-51908-629,0.8970999717712402,0.8975000000000001,0.3
142404.09+123259.0_496327_0.03,496327,142404.09+123259.0,1708,53503,221,1708-53503-221,0.6773999929428101,0.6782,0.03
144245.50+041619.4_497406_1,497406,144245.50+041619.4,586,52023,628,586-52023-628,2.0088000297546387,2.0118,1.0
144738.24+230034.1_498836_0.1,498836,144738.24+230034.1,2144,53770,388,2144-53770-388,1.6039999723434448,1.6043000000000003,0.1
092311.91+380740.1_493006_1,493006,092311.91+380740.1,1214,52731,249,1214-52731-249,1.3669999837875366,1.3627000000000002,1.0
085845.32+354507.8_497209_0.01,497209,085845.32+354507.8,1211,52964,405,1211-52964-405,0.6647999882698059,0.6721,0.01
082930.59+272822.7_493880_0.0003,493880,082930.59+272822.7,1267,52932,66,1267-52932-66,0.3246000111103058,0.3214,0.0003
155407.25+291504.5_493515_0.0001,493515,155407.25+291504.5,1391,52817,326,1391-52817-326,1.406000018119812,1.4146,0.0001
102223.40+581131.0_493515_0.0001,493515,102223.40+581131.0,559,52316,95,559-52316-95,1.406000018119812,1.3974000000000002,0.0001
103537.45+661055.4_492600_0.01,492600,103537.45+661055.4,489,51930,405,489-51930-405,0.5295000076293945,0.5217,0.01
081613.99+322143.0_495771_1,495771,081613.99+322143.0,861,52318,575,861-52318-575,0.8281000256538391,0.8359000000000001,1.0
164730.88+360101.6_496869_0.3,496869,164730.88+360101.6,819,52409,293,819-52409-293,0.8414000272750854,0.8465000000000001,0.3
155059.30+212808.9_493669_0.001,493669,155059.30+212808.9,2171,53557,263,2171-53557-263,0.3725999891757965,0.37250000000000005,0.001
154959.97+520227.1_495362_0.0001,495362,154959.97+520227.1,618,52049,116,618-52049-116,1.1339999437332153,1.1304,0.0001
074156.79+345405.5_490950_0.03,490950,074156.79+345405.5,542,51993,394,542-51993-394,0.4424000084400177,0.44820000000000004,0.03
173203.08+611751.8_497237_0.03,497237,173203.08+611751.8,354,51792,627,354-51792-627,0.362199991941452,0.3582,0.03
092109.11+392315.8_500143_0.01,500143,092109.11+392315.8,938,52708,57,938-52708-57,0.3203999996185303,0.32860000000000006,0.01
165951.04+351322.2_491048_0.003,491048,165951.04+351322.2,974,52427,335,974-52427-335,0.7282999753952026,0.7272000000000001,0.003
164311.83+405043.2_495771_0.001,495771,164311.83+405043.2,630,52050,378,630-52050-378,0.8281000256538391,0.8337000000000001,0.001
143300.03+304911.6_497850_0.0001,497850,143300.03+304911.6,2133,53917,585,2133-53917-585,0.6378999948501587,0.6384000000000001,0.0001
093203.97+614051.6_497237_0.01,497237,093203.97+614051.6,486,51910,355,486-51910-355,0.362199991941452,0.35880000000000006,0.01
141528.76-002633.1_498642_0.01,498642,141528.76-002633.1,303,51615,147,303-51615-147,1.156999945640564,1.1555000000000002,0.01
154146.66+131757.3_498836_0.003,498836,154146.66+131757.3,2517,54567,182,2517-54567-182,1.6039999723434448,1.6,0.003
074100.59+395559.4_492981_0.003,492981,074100.59+395559.4,432,51884,173,432-51884-173,0.8970999717712402,0.8874000000000001,0.003
153712.05+282223.8_495250_0.01,495250,153712.05+282223.8,1653,53534,348,1653-53534-348,1.1430000066757202,1.1470000000000002,0.01
084110.88+022952.1_493880_0.03,493880,084110.88+022952.1,564,52224,278,564-52224-278,0.3246000111103058,0.33230000000000004,0.03
033651.52-001024.7_491200_1,491200,033651.52-001024.7,416,51811,316,416-51811-316,0.18649999797344208,0.18680000000000002,1.0
023124.71+000611.0_491297_0.001,491297,023124.71+000611.0,407,51820,480,407-51820-480,1.5190999507904053,1.5132,0.001
153625.15+180938.8_492039_1,492039,153625.15+180938.8,2164,53886,1,2164-53886-1,1.642300009727478,1.6500000000000001,1.0
155627.62-002937.4_498642_0.003,498642,155627.62-002937.4,343,51692,194,343-51692-194,1.156999945640564,1.1628,0.003
092757.65+392901.8_492641_0.1,492641,092757.65+392901.8,1214,52731,434,1214-52731-434,0.32429999113082886,0.31960000000000005,0.1
162402.79+112008.5_497074_0.3,497074,162402.79+112008.5,2530,53881,82,2530-53881-82,0.2612999975681305,0.26060000000000005,0.3
085644.96+261144.6_500282_0.3,500282,085644.96+261144.6,1933,53381,504,1933-53381-504,2.273099899291992,2.2824000000000004,0.3
134922.11-000657.7_495250_0.0003,495250,134922.11-000657.7,300,51943,168,300-51943-168,1.1430000066757202,1.1345,0.0003
153149.92+211958.8_493669_1,493669,153149.92+211958.8,2162,54207,161,2162-54207-161,0.3725999891757965,0.36850000000000005,1.0
081842.28+091509.9_497850_0.3,497850,081842.28+091509.9,2571,54055,445,2571-54055-445,0.6378999948501587,0.6382000000000001,0.3
141529.69+094326.4_492039_0.1,492039,141529.69+094326.4,1810,53794,590,1810-53794-590,1.642300009727478,1.6367000000000003,0.1
093044.96+663430.0_495250_0.0003,495250,093044.96+663430.0,1878,54474,267,1878-54474-267,1.1430000066757202,1.1402,0.0003
022841.08+003049.4_497825_0.1,497825,022841.08+003049.4,704,52205,588,704-52205-588,0.7246000170707703,0.7189000000000001,0.1
163443.50+235453.0_492600_0.01,492600,163443.50+235453.0,1571,53174,365,1571-53174-365,0.5295000076293945,0.5204000000000001,0.01
085242.09+574357.9_492981_0.0001,492981,085242.09+574357.9,483,51924,367,483-51924-367,0.8970999717712402,0.9069000000000002,0.0001
172218.11+270315.8_497074_0.3,497074,172218.11+270315.8,979,52427,31,979-52427-31,0.2612999975681305,0.2609,0.3
150523.92+220844.9_494299_0.03,494299,150523.92+220844.9,2153,54212,328,2153-54212-328,0.6151000261306763,0.6116,0.03
151424.46+373337.4_494335_0.0003,494335,151424.46+373337.4,1399,53172,98,1399-53172-98,2.0292000770568848,2.0262000000000002,0.0003
154116.99+144000.8_497850_0.3,497850,154116.99+144000.8,2517,54567,375,2517-54567-375,0.6378999948501587,0.6395000000000001,0.3
145007.23+315050.6_492641_0.1,492641,145007.23+315050.6,1843,53816,335,1843-53816-335,0.32429999113082886,0.3295,0.1
084247.34+053449.9_492039_1,492039,084247.34+053449.9,1187,52708,560,1187-52708-560,1.642300009727478,1.6481000000000001,1.0
154547.55+122201.7_491200_0.3,491200,154547.55+122201.7,2516,54240,619,2516-54240-619,0.18649999797344208,0.1836,0.3
033305.96+005735.9_500143_0.03,500143,033305.96+005735.9,415,51810,411,415-51810-411,0.3203999996185303,0.31170000000000003,0.03
084400.86+125224.6_500528_0.001,500528,084400.86+125224.6,2428,53801,477,2428-53801-477,2.5555999279022217,2.5548,0.001
161351.86+503718.4_492725_0.0003,492725,161351.86+503718.4,623,52051,75,623-52051-75,1.2170000076293945,1.2247000000000001,0.0003
090324.21+220813.5_492039_0.0003,492039,090324.21+220813.5,2284,53708,186,2284-53708-186,1.642300009727478,1.6476000000000002,0.0003
162430.96+341853.8_498642_0.001,498642,162430.96+341853.8,1057,52522,88,1057-52522-88,1.156999945640564,1.1490000000000002,0.001
150420.90+015159.3_491200_0.0003,491200,150420.90+015159.3,539,52017,552,539-52017-552,0.18649999797344208,0.18250000000000002,0.0003
080621.95+220723.3_496869_1,496869,080621.95+220723.3,1584,52943,59,1584-52943-59,0.8414000272750854,0.8486000000000001,1.0
080740.83+065948.9_496531_0.3,496531,080740.83+065948.9,1756,53080,224,1756-53080-224,0.6211000084877014,0.6311000000000001,0.3
082231.16+502456.2_492981_0.0001,492981,082231.16+502456.2,442,51882,163,442-51882-163,0.8970999717712402,0.8995000000000001,0.0001
161450.51+093312.3_495771_0.0003,495771,161450.51+093312.3,2529,54585,377,2529-54585-377,0.8281000256538391,0.8379000000000001,0.0003
145523.41+194614.9_491792_0.3,491792,145523.41+194614.9,2791,54556,280,2791-54556-280,1.2489999532699585,1.2577,0.3
092105.30+560310.0_498642_0.0003,498642,092105.30+560310.0,451,51908,179,451-51908-179,1.156999945640564,1.159,0.0003
161335.33+263127.7_490601_0.03,490601,161335.33+263127.7,1393,52824,625,1393-52824-625,0.7127000093460083,0.7089000000000001,0.03
143233.96-012145.4_492600_0.003,492600,143233.96-012145.4,918,52404,608,918-52404-608,0.5295000076293945,0.5206000000000001,0.003
084922.12+331235.8_494299_0.0001,494299,084922.12+331235.8,1210,52701,187,1210-52701-187,0.6151000261306763,0.6207,0.0001
083222.38+245649.6_500143_0.01,500143,083222.38+245649.6,1928,53327,460,1928-53327-460,0.3203999996185303,0.3289,0.01
140120.43+105608.9_492039_1,492039,140120.43+105608.9,1702,53144,36,1702-53144-36,1.642300009727478,1.6432000000000002,1.0
154112.87+005032.0_495250_0.01,495250,154112.87+005032.0,2955,54562,82,2955-54562-82,1.1430000066757202,1.1387,0.01
083232.38+492348.2_491628_0.001,491628,083232.38+492348.2,443,51873,529,443-51873-529,0.7350000143051147,0.7332000000000001,0.001
143509.80+153010.2_493006_0.003,493006,143509.80+153010.2,2748,54234,330,2748-54234-330,1.3669999837875366,1.3743,0.003
163046.15+240212.5_492981_1,492981,163046.15+240212.5,1573,53226,61,1573-53226-61,0.8970999717712402,0.8984000000000001,1.0
161507.32+185412.0_497850_0.0001,497850,161507.32+185412.0,2969,54586,326,2969-54586-326,0.6378999948501587,0.6476000000000001,0.0001
075507.10+204322.1_492981_0.0001,492981,075507.10+204322.1,1583,52941,196,1583-52941-196,0.8970999717712402,0.9030000000000001,0.0001
155049.18+183208.0_491639_0.1,491639,155049.18+183208.0,2170,53875,379,2170-53875-379,0.22059999406337738,0.22730000000000003,0.1
033718.81+003303.7_490950_0.03,490950,033718.81+003303.7,416,51811,387,416-51811-387,0.4424000084400177,0.43710000000000004,0.03
085029.20+552727.4_491048_0.0003,491048,085029.20+552727.4,448,51900,222,448-51900-222,0.7282999753952026,0.7382000000000001,0.0003
155837.88+282839.0_493880_0.03,493880,155837.88+282839.0,1391,52817,578,1391-52817-578,0.3246000111103058,0.32320000000000004,0.03
171128.70+300525.9_498642_0.0001,498642,171128.70+300525.9,978,52441,307,978-52441-307,1.156999945640564,1.1604,0.0001
103933.13+633634.7_496531_1,496531,103933.13+633634.7,773,52376,414,773-52376-414,0.6211000084877014,0.6295000000000001,1.0
025559.91+005311.5_496869_0.003,496869,025559.91+005311.5,410,51816,539,410-51816-539,0.8414000272750854,0.8465000000000001,0.003
163352.27+361916.9_497209_0.03,497209,163352.27+361916.9,1338,52765,635,1338-52765-635,0.6647999882698059,0.6716000000000001,0.03
164025.02+464449.1_492600_0.1,492600,164025.02+464449.1,627,52144,614,627-52144-614,0.5295000076293945,0.5372,0.1
162627.76+112731.1_493006_0.001,493006,162627.76+112731.1,2531,54572,580,2531-54572-580,1.3669999837875366,1.3761,0.001
080701.01+511738.6_495250_0.3,495250,080701.01+511738.6,1780,53090,467,1780-53090-467,1.1430000066757202,1.1366,0.3
174112.44+535632.5_496869_0.3,496869,174112.44+535632.5,360,51816,59,360-51816-59,0.8414000272750854,0.8507000000000001,0.3
150432.60-015610.7_493006_0.1,493006,150432.60-015610.7,922,52426,473,922-52426-473,1.3669999837875366,1.3634000000000002,0.1
094020.68+555048.7_491628_0.0001,491628,094020.68+555048.7,556,51991,158,556-51991-158,0.7350000143051147,0.7300000000000001,0.0001
151516.74+184645.9_493151_0.0001,493151,151516.74+184645.9,2793,54271,461,2793-54271-461,0.8709999918937683,0.8749000000000001,0.0001
161633.31+424550.3_492039_0.01,492039,161633.31+424550.3,1170,52756,9,1170-52756-9,1.642300009727478,1.6424,0.01
082532.09+255056.4_491628_0.1,491628,082532.09+255056.4,1586,52945,176,1586-52945-176,0.7350000143051147,0.7261000000000001,0.1
154252.20-004138.5_493151_0.03,493151,154252.20-004138.5,315,51663,5,315-51663-5,0.8709999918937683,0.8622000000000001,0.03
024235.43+004605.1_492725_0.3,492725,024235.43+004605.1,1070,52591,614,1070-52591-614,1.2170000076293945,1.2164000000000001,0.3
154612.90+385349.8_499863_0.0003,499863,154612.90+385349.8,1680,53171,60,1680-53171-60,1.000599980354309,0.9909000000000001,0.0003
160419.99+105211.7_492725_0.01,492725,160419.99+105211.7,2523,54572,633,2523-54572-633,1.2170000076293945,1.2125000000000001,0.01
153216.83+022534.5_491792_0.1,491792,153216.83+022534.5,2954,54561,442,2954-54561-442,1.2489999532699585,1.2400000000000002,0.1
093041.66+594403.7_494133_0.0003,494133,093041.66+594403.7,485,51909,118,485-51909-118,0.6690999865531921,0.6642000000000001,0.0003
150732.11+345623.4_497237_1,497237,150732.11+345623.4,1385,53108,418,1385-53108-418,0.362199991941452,0.35730000000000006,1.0
151659.81+240054.6_496327_0.0003,496327,151659.81+240054.6,2155,53820,637,2155-53820-637,0.6773999929428101,0.668,0.0003
155837.88+282839.0_500143_1,500143,155837.88+282839.0,1391,52817,578,1391-52817-578,0.3203999996185303,0.32320000000000004,1.0
145701.75+092920.6_499863_0.0003,499863,145701.75+092920.6,1715,54212,473,1715-54212-473,1.000599980354309,0.9964000000000001,0.0003
152921.57+390029.9_491297_0.001,491297,152921.57+390029.9,1293,52765,113,1293-52765-113,1.5190999507904053,1.5213,0.001
023057.91-003014.3_493151_0.01,493151,023057.91-003014.3,705,52200,170,705-52200-170,0.8709999918937683,0.8615000000000002,0.01
092945.44+441435.1_500143_1,500143,092945.44+441435.1,870,52325,455,870-52325-455,0.3203999996185303,0.32920000000000005,1.0
145454.69-000514.3_493515_0.01,493515,145454.69-000514.3,309,51994,167,309-51994-167,1.406000018119812,1.4155000000000002,0.01
162550.83+363125.3_492725_1,492725,162550.83+363125.3,1338,52765,426,1338-52765-426,1.2170000076293945,1.2135000000000002,1.0
082547.07+181228.5_492600_0.03,492600,082547.07+181228.5,2271,53726,616,2271-53726-616,0.5295000076293945,0.5254000000000001,0.03
150056.24+040410.7_495250_0.01,495250,150056.24+040410.7,589,52055,429,589-52055-429,1.1430000066757202,1.1333000000000002,0.01
084957.46+162223.1_498836_0.003,498836,084957.46+162223.1,2431,53818,336,2431-53818-336,1.6039999723434448,1.6117000000000001,0.003
134738.78-000211.1_492641_1,492641,134738.78-000211.1,300,51943,198,300-51943-198,0.32429999113082886,0.32310000000000005,1.0
135232.57+004252.5_498642_0.01,498642,135232.57+004252.5,300,51943,616,300-51943-616,1.156999945640564,1.1549,0.01
074636.53+430206.6_492775_0.0001,492775,074636.53+430206.6,434,51885,386,434-51885-386,0.5171999931335449,0.5132000000000001,0.0001
084822.24+274554.3_497209_0.003,497209,084822.24+274554.3,1932,53350,402,1932-53350-402,0.6647999882698059,0.6676000000000001,0.003
091603.46+385805.8_493151_0.001,493151,091603.46+385805.8,937,52707,599,937-52707-599,0.8709999918937683,0.8782000000000001,0.001
085754.45+501201.1_495362_0.3,495362,085754.45+501201.1,551,51993,86,551-51993-86,1.1339999437332153,1.1288,0.3
152330.82-002437.5_498642_1,498642,152330.82-002437.5,313,51673,230,313-51673-230,1.156999945640564,1.1482,1.0
150859.56+352900.4_494335_0.003,494335,150859.56+352900.4,1353,53083,263,1353-53083-263,2.0292000770568848,2.0283,0.003
145812.33+062249.4_496869_0.01,496869,145812.33+062249.4,1831,54557,358,1831-54557-358,0.8414000272750854,0.8374000000000001,0.01
135831.78+050522.8_696548_0.3,696548,135831.78+050522.8,856,52339,469,856-52339-469,2.4472999572753906,2.4553000000000003,0.3
081902.77+503629.9_706082_0.01,706082,081902.77+503629.9,442,51882,239,442-51882-239,0.9300000071525574,0.9234000000000001,0.01
