chimera_id,cosmos_id,galaxy_ra_deg,galaxy_dec_deg,qso_ra_deg,qso_dec_deg,dr7q_name,dr7q_plate,dr7q_mjd,dr7q_fiber,dr7q_spectrum_id,chimera_redshift,dr7q_redshift,chimera_qso_weight
075853.87+484043.0_585406_0.1,585406,150.6977173954686,2.1903091606157252,119.72445999999998,48.678619999999995,075853.87+484043.0,1779,53089,157,1779-53089-157,0.7487999796867371,0.7455,0.1
091504.68+513041.5_592463_0.03,592463,149.93796718487596,2.201944887748546,138.76952999999997,51.51152999999999,091504.68+513041.5,766,52247,377,766-52247-377,1.0199999809265137,1.0246000000000002,0.03
081629.74+534111.6_581920_0.003,581920,150.23722019549945,2.1839776213951083,124.12394999999998,53.686569999999996,081629.74+534111.6,1782,53383,286,1782-53383-286,0.6963000297546387,0.6958000000000001,0.003
080657.69+095839.6_579212_0.003,579212,150.08768237852073,2.181818927961303,121.74038999999999,9.977689999999999,080657.69+095839.6,2419,54139,597,2419-54139-597,2.7288999557495117,2.7385,0.003
084537.01+102648.1_579089_0.01,579089,149.91728307970152,2.180151491254679,131.40424,10.446699999999998,084537.01+102648.1,2574,54084,288,2574-54084-288,0.3578000068664551,0.36650000000000005,0.01
135641.46+040436.4_580433_0.003,580433,150.07236741494893,2.182998519419234,209.17277999999996,4.0767999999999995,135641.46+040436.4,856,52339,203,856-52339-203,0.9869999885559082,0.9840000000000001,0.003
155650.41+394542.8_588738_0.1,588738,150.03380188988305,2.1950547975474928,239.21003999999996,39.7619,155650.41+394542.8,1054,52516,166,1054-52516-166,0.9409999847412109,0.9426000000000001,0.1
082905.01+571541.6_470110_0.0001,470110,149.61405048806543,2.01123232758984,127.27088999999998,57.26156999999999,082905.01+571541.6,1873,54437,4,1873-54437-4,0.3407999873161316,0.35050000000000003,0.0001
171528.14+542509.0_472071_0.01,472071,149.58438919390142,2.0159106052088682,258.86728,54.419169999999994,171528.14+542509.0,367,51997,295,367-51997-295,0.2551000118255615,0.25050000000000006,0.01
150534.83+070200.6_449064_0.03,449064,149.76266436794492,1.9787515740142214,226.39516999999998,7.033509999999999,150534.83+070200.6,1816,53919,256,1816-53919-256,0.6901000142097473,0.6895000000000001,0.03
081554.14+383122.3_447761_0.03,447761,150.00588503052478,1.9765331213302075,123.97558999999998,38.52287,081554.14+383122.3,893,52589,333,893-52589-333,0.9980999827384949,1.0066000000000002,0.03
163552.48+275158.6_497406_0.001,497406,149.7155841520823,2.0566244682760977,248.96866999999997,27.866289999999996,163552.48+275158.6,2949,54557,331,2949-54557-331,2.0088000297546387,2.0072,0.001
163058.35+132956.8_490950_0.1,490950,149.9313883439024,2.0460327319300537,247.74315999999996,13.499119999999998,163058.35+132956.8,2203,53915,122,2203-53915-122,0.4424000084400177,0.44050000000000006,0.1
084856.05+232456.9_492981_0.3,492981,149.98172694285097,2.0483777143529416,132.23357,23.415819999999997,084856.05+232456.9,2085,53379,396,2085-53379-396,0.8970999717712402,0.9024000000000001,0.3
151046.20+011819.0_493669_0.0003,493669,149.71568404054094,2.049121768683907,227.69253999999998,1.3053,151046.20+011819.0,540,51996,151,540-51996-151,0.3725999891757965,0.37420000000000003,0.0003
142200.91+181722.3_593787_0.01,593787,150.29614601355541,2.202928555479448,215.50380999999996,18.28955,142200.91+181722.3,2760,54506,327,2760-54506-327,1.0420000553131104,1.048,0.01
161139.35+284501.0_945627_1,945627,149.93463377721176,2.738945629261069,242.91396999999998,28.750279999999997,161139.35+284501.0,1577,53495,532,1577-53495-532,0.7789999842643738,0.7690000000000001,1.0
151306.60+142451.3_948001_0.0003,948001,150.52453584331425,2.739490202505474,228.27750999999998,14.414279999999998,151306.60+142451.3,2766,54242,220,2766-54242-220,0.33340001106262207,0.3305,0.0003
032717.23+010140.6_936518_0.0001,936518,150.12461142476988,2.721955440551058,51.821819999999995,1.0279599999999998,032717.23+010140.6,1064,52577,537,1064-52577-537,0.5026000142097473,0.5009,0.0001
154510.95+345246.9_940942_1,940942,149.9801596181589,2.727765194359941,236.29566999999997,34.87972,154510.95+345246.9,1402,52872,594,1402-52872-594,0.5157999992370605,0.5163000000000001,1.0
150825.85+201521.2_941379_0.1,941379,149.98071216592825,2.731145792397029,227.10772999999998,20.255899999999997,150825.85+201521.2,2153,54212,84,2153-54212-84,1.0859999656677246,1.0777,0.1
083104.16+474016.2_941602_0.003,941602,150.13215888101493,2.7308252113000435,127.76735999999998,47.67117999999999,083104.16+474016.2,443,51873,26,443-51873-26,1.2970000505447388,1.2930000000000001,0.003
084102.02+320101.4_810483_1,810483,149.9443843281675,2.530304780582143,130.25843999999998,32.01707,084102.02+320101.4,2960,54561,195,2960-54561-195,0.796999990940094,0.7958000000000001,1.0
141050.17+035343.8_774870_1,774870,150.33354529712565,2.473361869630257,212.70905999999997,3.8955099999999994,141050.17+035343.8,582,52045,22,582-52045-22,0.3580000102519989,0.36760000000000004,1.0
074659.86+165515.9_815072_0.0001,815072,150.13383746680915,2.5361720740342397,116.74943999999998,16.92109,074659.86+165515.9,1921,53317,355,1921-53317-355,1.5087000131607056,1.5152,0.0001
081835.59+390911.1_772339_0.0001,772339,149.5297690872853,2.4707920449789738,124.64831999999998,39.153099999999995,081835.59+390911.1,893,52589,404,893-52589-404,0.18780000507831573,0.18680000000000002,0.0001
163606.11+172653.3_781648_0.3,781648,150.36556883927426,2.484764066146475,249.02547999999996,17.44815,163606.11+172653.3,2207,53558,583,2207-53558-583,0.35120001435279846,0.3552,0.3
083010.16+345320.3_783118_0.003,783118,150.61235706981026,2.488375502529332,127.54236999999998,34.88896999999999,083010.16+345320.3,1197,52668,194,1197-52668-194,0.7458000183105469,0.7466,0.003
084311.38+405027.5_777983_0.01,777983,149.91869550197964,2.477241681568924,130.79742,40.840999999999994,084311.38+405027.5,829,52296,421,829-52296-421,0.4099999964237213,0.40880000000000005,0.01
160955.66+402117.2_775044_0.1,775044,150.33545732869501,2.475736250033258,242.48192999999998,40.354789999999994,160955.66+402117.2,1335,52824,12,1335-52824-12,0.7720000147819519,0.7724000000000001,0.1
082218.82+182330.0_774308_0.0001,774308,150.2534428998919,2.47473380095283,125.57844999999999,18.391669999999998,082218.82+182330.0,2271,53726,418,2271-53726-418,1.343000054359436,1.3436000000000001,0.0001
155520.86+075418.8_774220_0.003,774220,150.01836899667475,2.475285562846947,238.83692999999997,7.905239999999999,155520.86+075418.8,1727,53859,610,1727-53859-610,1.4570000171661377,1.4648,0.003
015450.35+132312.5_784157_0.001,784157,150.482644974167,2.4880680155258634,28.709819999999997,13.386819999999998,015450.35+132312.5,430,51877,149,430-51877-149,0.560699999332428,0.5661,0.001
084718.13+130017.0_779468_0.0001,779468,150.12112533930255,2.4806282753548614,131.82555,13.004719999999999,084718.13+130017.0,2428,53801,551,2428-53801-551,0.6887000203132629,0.6979000000000001,0.0001
145642.18+281457.4_776841_0.0003,776841,150.1566139890104,2.4786362172199676,224.17576999999997,28.249279999999995,145642.18+281457.4,2146,54230,175,2146-54230-175,0.8889999985694885,0.8869000000000001,0.0003
155007.47+044510.8_780907_0.001,780907,149.9818120708743,2.48381719252555,237.53113999999997,4.753019999999999,155007.47+044510.8,2950,54559,558,2950-54559-558,0.3416999876499176,0.33570000000000005,0.001
035856.73-054023.4_782819_1,782819,150.08537046379024,2.48725397398201,59.73637999999999,-5.6731799999999994,035856.73-054023.4,464,51908,499,464-51908-499,1.503999948501587,1.5060000000000002,1.0
144312.77+202625.0_783118_0.0003,783118,150.61235706981026,2.488375502529332,220.80324999999996,20.440299999999997,144312.77+202625.0,2789,54555,163,2789-54555-163,0.7458000183105469,0.7555000000000001,0.0003
153834.92+453310.7_777781_0.003,777781,149.90164348714933,2.480218926353095,234.64553999999998,45.55297999999999,153834.92+453310.7,1333,52782,331,1333-52782-331,1.315000057220459,1.3066000000000002,0.003
080025.36+134021.2_777690_0.0003,777690,150.33472567837836,2.478790156422167,120.10570999999999,13.672569999999999,080025.36+134021.2,2265,53674,534,2265-53674-534,0.6809999942779541,0.6751,0.0003
084455.79+470334.0_777983_0.001,777983,149.91869550197964,2.477241681568924,131.23246999999998,47.059439999999995,084455.79+470334.0,763,52235,417,763-52235-417,0.4099999964237213,0.4176,0.001
164515.76+264358.8_776552_0.3,776552,149.94933719169575,2.4761502364109793,251.31569999999996,26.733029999999996,164515.76+264358.8,1690,53475,281,1690-53475-281,0.7279999852180481,0.7317000000000001,0.3
154326.12+352809.0_782136_1,782136,149.93812169892516,2.487491621409412,235.85883999999996,35.469179999999994,154326.12+352809.0,1402,52872,620,1402-52872-620,0.6039999723434448,0.6080000000000001,1.0
082127.13+280057.5_778362_0.0001,778362,149.5485670472844,2.477354535641424,125.36306999999998,28.015989999999995,082127.13+280057.5,1207,52672,124,1207-52672-124,0.21950000524520874,0.22180000000000002,0.0001
160026.42+340935.2_779468_0.01,779468,150.12112533930255,2.4806282753548614,240.11010999999996,34.1598,160026.42+340935.2,1418,53142,477,1418-53142-477,0.6887000203132629,0.6876000000000001,0.01
082733.93+043617.3_778362_0.3,778362,149.5485670472844,2.477354535641424,126.89138999999999,4.60481,082733.93+043617.3,1185,52642,525,1185-52642-525,0.21950000524520874,0.22100000000000003,0.3
153841.91+371538.2_790523_0.0001,790523,149.9740255030225,2.500440493562241,234.67463999999998,37.26062999999999,153841.91+371538.2,1294,52753,49,1294-52753-49,0.42800000309944153,0.42740000000000006,0.0001
094734.26+475533.8_793663_0.1,793663,149.5060789884613,2.5041883753054166,146.89278,47.92605999999999,094734.26+475533.8,1005,52703,222,1005-52703-222,1.5247999429702759,1.5231000000000001,0.1
082746.63+224758.4_793801_0.0001,793801,149.84609786496196,2.5045230617910637,126.94429999999998,22.799559999999996,082746.63+224758.4,1929,53349,357,1929-53349-357,0.7275000214576721,0.7350000000000001,0.0001
144604.33+301823.6_798228_0.0001,798228,150.0792968106279,2.5116383369877635,221.51806999999997,30.306579999999997,144604.33+301823.6,2141,53764,375,2141-53764-375,0.5040000081062317,0.5032000000000001,0.0001
080529.75+433644.5_803376_0.0001,803376,149.97285639547363,2.519165875870951,121.37398999999998,43.612379999999995,080529.75+433644.5,437,51869,609,437-51869-609,0.925000011920929,0.9234000000000001,0.0001
083323.59+220500.8_789138_0.0001,789138,150.1110424001773,2.497056900439986,128.34832999999998,22.083569999999998,083323.59+220500.8,1929,53349,168,1929-53349-168,0.8985000252723694,0.8955000000000001,0.0001
090952.01+315503.2_788534_0.001,788534,150.0165307234348,2.4960423522773394,137.46671999999998,31.917569999999994,090952.01+315503.2,1591,52976,491,1591-52976-491,0.5336999893188477,0.5434000000000001,0.001
035206.93-064415.6_948678_0.0001,948678,149.53834900492873,2.7401922066680457,58.02889999999999,-6.737679999999999,035206.93-064415.6,463,51908,107,463-51908-107,0.16680000722408295,0.17250000000000001,0.0001
024131.38+281811.6_947967_0.3,947967,150.39943878143526,2.7405084030342173,40.38079,28.303249999999995,024131.38+281811.6,2444,54082,515,2444-54082-515,0.9376999735832214,0.9407000000000001,0.3
155435.22+324646.8_944963_0.0003,944963,149.64690984123993,2.736501214060156,238.64678999999998,32.779689999999995,155435.22+324646.8,1403,53227,21,1403-53227-21,0.569100022315979,0.5672,0.0003
161231.35+184055.1_667346_0.1,667346,150.19109986290894,2.3104501574150023,243.13064999999997,18.68199,161231.35+184055.1,2968,54585,495,2968-54585-495,0.7501000165939331,0.7477000000000001,0.1
143525.94+141426.5_943655_0.0003,943655,150.05035073368282,2.7341503137013357,218.85810999999998,14.240709999999998,143525.94+141426.5,2747,54233,12,2747-54233-12,0.8059999942779541,0.8063000000000001,0.0003
084101.69+425806.4_932558_0.01,932558,149.7155908628978,2.715857537575637,130.25706,42.96845999999999,084101.69+425806.4,896,52592,389,896-52592-389,0.8827000260353088,0.8903000000000001,0.01
142942.27+190642.5_941602_0.0003,941602,150.13215888101493,2.7308252113000435,217.42612999999997,19.111819999999998,142942.27+190642.5,2774,54534,166,2774-54534-166,1.2970000505447388,1.2942000000000002,0.0003
082059.54+223003.7_969270_0.0003,969270,150.41466397960872,2.774147359689344,125.24811999999999,22.501039999999996,082059.54+223003.7,1927,53321,362,1927-53321-362,0.8151000142097473,0.8115000000000001,0.0003
165638.97+265120.1_992443_0.3,992443,150.1218465803809,2.8113704467685956,254.16240999999997,26.855579999999996,165638.97+265120.1,1692,53473,452,1692-53473-452,0.6977999806404114,0.7066000000000001,0.3
030313.02-001457.4_972686_0.003,972686,149.65543337778053,2.781337325774585,45.80427999999999,-0.24928999999999996,030313.02-001457.4,411,51817,198,411-51817-198,0.7026000022888184,0.6999000000000001,0.003
082339.93+515604.3_980692_0.001,980692,150.50084254895555,2.7938441884770446,125.91639999999998,51.934549999999994,082339.93+515604.3,442,51882,405,442-51882-405,0.7263000011444092,0.7214,0.001
075923.46+201042.8_988031_0.1,988031,150.76313797736518,2.8040947839422135,119.84778999999999,20.178579999999997,075923.46+201042.8,1922,53315,332,1922-53315-332,0.6930000185966492,0.6903000000000001,0.1
144303.36+260329.8_990296_0.1,990296,150.13631342552,2.808894942383781,220.76401999999996,26.058289999999996,144303.36+260329.8,2142,54208,292,2142-54208-292,0.26010000705718994,0.25680000000000003,0.1
142003.81+051510.5_965280_0.0001,965280,149.98079332521706,2.768265000341946,215.01589999999996,5.252929999999999,142003.81+051510.5,584,52049,373,584-52049-373,0.34940001368522644,0.35250000000000004,0.0001
080110.68+173352.2_966468_0.003,966468,149.9508942015929,2.771158068118591,120.29451999999999,17.564529999999998,080110.68+173352.2,2081,53357,348,2081-53357-348,0.7601000070571899,0.7659000000000001,0.003
075724.72+260614.2_966468_0.3,966468,149.9508942015929,2.771158068118591,119.35301999999999,26.103969999999997,075724.72+260614.2,928,52578,616,928-52578-616,0.7601000070571899,0.7591000000000001,0.3
154107.47-003716.0_966468_0.01,966468,149.9508942015929,2.771158068118591,235.28112999999996,-0.6211199999999999,154107.47-003716.0,315,51663,146,315-51663-146,0.7601000070571899,0.7552000000000001,0.01
173811.90+554846.2_961398_0.03,961398,149.9473270818201,2.763195513780546,264.54958999999997,55.81284999999999,173811.90+554846.2,358,51818,54,358-51818-54,1.0369999408721924,1.0441,0.03
082600.80+491235.0_966394_0.3,966394,149.94591975083253,2.770724778710985,126.50335999999999,49.20974,082600.80+491235.0,443,51873,442,443-51873-442,0.8233000040054321,0.8145000000000001,0.3
160952.64-002101.0_950424_0.01,950424,149.9919164449521,2.744539374773185,242.46934999999996,-0.35029999999999994,160952.64-002101.0,345,51690,163,345-51690-163,0.921999990940094,0.9256000000000001,0.01
085845.32+354507.8_960283_0.03,960283,150.75159744068316,2.760583189775729,134.68886999999998,35.75216999999999,085845.32+354507.8,1211,52964,405,1211-52964-405,0.6814000010490417,0.6721,0.03
081822.14+233206.8_962165_1,962165,149.70784333213774,2.7613453137615767,124.59224999999998,23.535239999999998,081822.14+233206.8,1585,52962,4,1585-52962-4,0.25060001015663147,0.24370000000000003,1.0
160538.06+302143.4_956908_1,956908,149.73133270557966,2.7556203602962257,241.40861999999996,30.362059999999996,160538.06+302143.4,1578,53496,613,1578-53496-613,0.7659000158309937,0.7666000000000001,1.0
081747.77+090037.9_954450_0.001,954450,149.99735309912774,2.7510000363672487,124.44904999999999,9.010549999999999,081747.77+090037.9,2571,54055,412,2571-54055-412,0.5375000238418579,0.5362,0.001
134459.44-001559.5_581222_0.0001,581222,150.12309758340746,2.184277150035838,206.24769999999998,-0.26653999999999994,134459.44-001559.5,300,51943,272,300-51943-272,0.24819999933242798,0.24490000000000003,0.0001
085423.82+354529.7_576107_0.0003,576107,150.09017480714272,2.1739097891718893,133.59927,35.758269999999996,085423.82+354529.7,935,52643,130,935-52643-130,0.6819999814033508,0.6758000000000001,0.0003
163134.80+325019.8_574912_0.001,574912,150.2057448754525,2.173612478158499,247.89501999999996,32.83884,163134.80+325019.8,1058,52520,134,1058-52520-134,0.6804999709129333,0.6899000000000001,0.001
152659.76+460334.4_580679_0.1,580679,150.129267461672,2.184298873686837,231.74901999999997,46.05955999999999,152659.76+460334.4,1332,52781,354,1332-52781-354,0.972000002861023,0.9650000000000001,0.1
151130.64+251321.9_549009_0.0003,549009,149.8861263225386,2.134271618327636,227.87768999999997,25.222779999999997,151130.64+251321.9,2155,53820,401,2155-53820-401,0.3513000011444092,0.35340000000000005,0.0003
153028.38+005539.0_554623_0.0003,554623,150.23888991417724,2.144177895088119,232.61828999999997,0.9274999999999999,153028.38+005539.0,2954,54561,212,2954-54561-212,1.3220000267028809,1.3122000000000003,0.0003
080300.39+450815.6_547577_0.0001,547577,150.01547727015912,2.133973054945459,120.75165999999999,45.13766999999999,080300.39+450815.6,439,51877,341,439-51877-341,0.9549999833106995,0.9611000000000001,0.0001
160837.13+285348.0_555483_0.01,555483,150.21132892047527,2.1446958930677744,242.15473999999998,28.896679999999996,160837.13+285348.0,1577,53495,371,1577-53495-371,0.9294000267982483,0.9276000000000001,0.01
085442.00+575729.9_554623_0.3,554623,150.23888991417724,2.144177895088119,133.67502,57.95832999999999,085442.00+575729.9,483,51924,352,483-51924-352,1.3220000267028809,1.3178,0.3
095537.32+584215.3_554948_1,554948,150.1938669620661,2.1454769286154773,148.90551999999997,58.704249999999995,095537.32+584215.3,453,51915,27,453-51915-27,1.8398000001907349,1.8335000000000001,1.0
160457.74+305419.1_554623_0.3,554623,150.23888991417724,2.144177895088119,241.24061999999998,30.905319999999996,160457.74+305419.1,1405,52826,161,1405-52826-161,1.3220000267028809,1.3234000000000001,0.3
142613.31+195524.6_549472_0.0003,549472,150.04935108536435,2.1376901030954194,216.55549999999997,19.923529999999996,142613.31+195524.6,2773,54533,640,2773-54533-640,0.21969999372959137,0.21330000000000002,0.0003
075422.40+831659.6_556070_0.1,556070,150.06761362468706,2.1468798578202937,118.59336999999998,83.28325,075422.40+831659.6,2549,54523,399,2549-54523-399,3.0118000507354736,3.0117000000000003,0.1
094345.20+465154.7_556670_0.3,556670,150.15284436483546,2.1479517339360505,145.93837,46.865199999999994,094345.20+465154.7,834,52316,29,834-52316-29,1.2510000467300415,1.2482000000000002,0.3
